label,dispatch_label,hour,dispatch,dispatch_json,dispatch_json_source,next_dispatch_json,freq_csv,freq_png,checkpoint_in,signature_hash,kp,ki,agc_interval,wind_pref_alpha,solar_pref_alpha,agc_allocation_mode,init_mode,apply_governor_targets,apply_dg_targets,governor_target_schedule,dispatch_target_ramp_seconds,agc_gov_output_ramp_frac_pmax_per_min,agc_dg_output_ramp_frac_pmax_per_min,agc_anti_windup_mode,traditional_governor_deadband_hz,traditional_governor_deadband_csv,wind_deadband_hz,solar_deadband_hz,esd_deadband_hz,der_deadband_hz,der_base_ddn,pvd1_base_ddn,esd1_base_ddn,pvd1_tfdb,esd1_tfdb,target_storage_share,achieved_storage_share,storage_scale_factor,storage_scale_applied_factor,scale_esd1_ddn_with_storage,disable_der_frequency_deadband,disable_der_agc,disable_pvd_agc,disable_esd_agc,recompute_ace_raw_on_load,reset_ace_integral_on_load,resume_mode,start_dae_t,end_dae_t,ace_integral_start,ace_raw_start,ace_integral_end,ace_raw_end,agc_freeze_active_start,agc_freeze_on_streak_start,agc_freeze_off_streak_start,agc_freeze_dir_start,agc_freeze_active_end,agc_freeze_on_streak_end,agc_freeze_off_streak_end,agc_freeze_dir_end,der_deadband_disabled_count,traditional_governor_deadband_count,configured_pvd1_deadband_count,configured_esd1_deadband_count,configured_pvd1_ddn,configured_esd1_ddn,configured_wind_pvd1_deadband_count,configured_solar_pvd1_deadband_count,configured_esd1_resource_deadband_count,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,max_abs_hz,final_abs_hz,share_abs_gt_0p036,share_abs_gt_0p05,zero_crossings,wind_effort,pv_effort,pvd_effort,esd_throughput,gov_droop_effort,gov_paux0_tv,dg_pext0_tv,freq_d1_abs_mean,freq_d1_abs_p95,saturation_fraction,integrator_freeze_fraction,saturation_step_count,integrator_freeze_step_count,agc_request_sum_total_abs_mean,agc_request_sum_total_abs_max,agc_applied_sum_total_abs_mean,agc_applied_sum_total_abs_max,agc_clip_deficit_sum_total_abs_mean,agc_clip_deficit_sum_total_abs_max,agc_saturation_ratio_mean,agc_saturation_ratio_max,agc_freeze_streak_max,agc_freeze_streak_end,agc_unfreeze_streak_end,elapsed_s
h6d3,h6d3,6,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h6d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h6d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h6d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h6d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,24273.0,25172.0,94.91969133792608,-0.1988577143498799,-4.765167224961315,0.0248207758401095,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0497404070023832,808.0,0.0372039489203279,9.0,-0.0346722026988399,0.0268493682245543,0.0287207394191544,0.0497404070023832,0.0346722026988399,0.1911111111111111,0.0,29,2.896582118699145,1.0591595134816871,3.955741632180832,1.4517375521614193,60.02160056042653,1.0039817480548932,0.0,0.0076322922376928,0.0184881003222061,0.0,0.0,0,0,0.0985993835529282,0.205878769395673,0.0985993835529282,0.205878769395673,3.953242054698257e-18,2.7755575615628914e-17,4.742217668285334e-17,2.6114261556462267e-16,0,0,0,64.772457416002
h7d0,h7d0,7,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h6d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,25172.0,26071.0,-4.765167224961315,0.0248207758401095,-28.443726792958294,0.0494973923983939,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0454251201629674,93.0,0.0408336812538268,450.0,0.0167575083617288,0.0156834186891705,0.0190427164775162,0.0454251201629674,0.0167575083617288,0.05,0.0,137,2.244346696044268,1.4123101670830045,3.6566568631272727,0.3708145648987286,29.67648607309815,1.512104907940666,0.0,0.0083376760089662,0.0208670739688734,0.0,0.0,0,0,0.0526873354663331,0.0795394965869353,0.0526873354663331,0.0795394965869353,0.0,0.0,0.0,0.0,0,0,0,66.02787537499535
h7d1,h7d1,7,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h7d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,26071.0,26970.0,-28.443726792958294,0.0494973923983939,-5.964282076174021,0.024095173952212,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0473044517964615,881.0,0.0432599899939889,386.0,-0.0275886843534345,0.0168348500845904,0.0196163344816193,0.0473044517964615,0.0275886843534345,0.0277777777777777,0.0,105,2.087276147078774,1.5664533265825162,3.6537294736612904,0.1917417374284138,31.62644351955228,1.5054674668167678,0.0,0.0081918416402466,0.0201150134359355,0.0,0.0,0,0,0.0259832462692934,0.0725417704021606,0.0259832462692934,0.0725417704021606,1.1878037134118971e-19,3.469446951953614e-18,9.093729511065492e-18,2.0952089066264118e-16,0,0,0,64.10884304100182
h7d2,h7d2,7,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h7d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,26970.0,27869.0,-5.964282076174021,0.024095173952212,-159.8143274686935,0.3512404621452933,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0846371737421192,864.0,0.005242730395536,147.0,-0.0716821025122582,0.0380558439182921,0.0419513638750619,0.0846371737421192,0.0716821025122582,0.5066666666666667,0.2333333333333333,10,21.843831730538653,1.859756293027676,23.70358802356633,21.930522584886894,102.6827111966998,1.1398614007443642,0.0,0.0087230782454487,0.0213620849027251,0.0,0.0,0,0,0.1482331210233783,0.3536443303525218,0.1482331210233783,0.3536443303525218,0.0,0.0,0.0,0.0,0,0,0,68.19822316600039
h7d3,h7d3,7,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h7d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h7d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,27869.0,28768.0,-159.8143274686935,0.3512404621452933,-354.6080157444336,0.7348226742205604,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0933393526852155,20.0,-0.005541766677426,724.0,-0.0580649495049745,0.0481768537395734,0.0498123458670561,0.0933393526852155,0.0580649495049745,0.8488888888888889,0.4377777777777777,0,36.11308112953379,3.199441040523514,39.31252217005731,36.74162194460586,139.63035957585492,0.8374140578569504,0.0,0.0088653168020564,0.0215640601380511,0.0,0.0,0,0,0.5517396210675091,0.7350403633591713,0.5517396210675091,0.7350403633591713,0.0,0.0,0.0,0.0,0,0,0,68.29075058399758
h8d0,h8d0,8,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h7d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,28768.0,29667.0,-354.6080157444336,0.7348226742205604,-293.85227916105276,0.5705146123229216,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0776025103261024,11.0,0.064921633401056,697.0,0.0389794693859002,0.037976142314568,0.0401378488065978,0.0776025103261024,0.0389794693859002,0.6511111111111111,0.1466666666666666,17,18.29339434662139,21.958303361162503,40.2516977077839,16.717347021653694,101.13572451655304,0.8407869478359136,0.0,0.0095455421410101,0.0231111030937931,0.0,0.0,0,0,0.7124440181569355,0.8182755471808197,0.7124440181569355,0.8182755471808197,0.0,0.0,0.0,0.0,0,0,0,75.26411670900416
h8d1,h8d1,8,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h8d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,29667.0,30566.0,-293.85227916105276,0.5705146123229216,-254.44463401508168,0.5297657652835499,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0645452957117909,877.0,0.0520280939683726,192.0,-0.0473389949878555,0.0246991323042149,0.0282578985119034,0.0645452957117909,0.0473389949878555,0.2444444444444444,0.0188888888888888,85,4.679849705643564,4.654763323406998,9.334613029050562,3.352541618380174,56.58220668705608,1.1897983840526063,0.0,0.0088075012105735,0.0221800149347195,0.0,0.0,0,0,0.4893364752857393,0.5726623540095169,0.4893364752857393,0.5726623540095169,0.0,0.0,0.0,0.0,0,0,0,81.11491237500013
h8d2,h8d2,8,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h8d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,30566.0,31465.0,-254.44463401508168,0.5297657652835499,-90.71407238226917,0.1727965425787139,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0656672262822644,32.0,0.0392153209391077,458.0,0.0195727941805445,0.0250549777614379,0.0298051032366699,0.0656672262822644,0.0195727941805445,0.3144444444444444,0.0577777777777777,101,8.172360354925553,4.71730252481165,12.889662879737203,7.2083258389524065,59.91040592493744,1.6459301653371856,0.0,0.0088894996620115,0.0222197943625459,0.1244444444444444,0.0177777777777777,112,16,0.470378877102772,0.6582186226429412,0.4641598400661452,0.6582186226429412,0.0062190370366267,0.117828204692983,0.0119698800015688,0.1934818349332138,2,0,0,77.42182116599724
h8d3,h8d3,8,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h8d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h8d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,31465.0,32364.0,-90.71407238226917,0.1727965425787139,-1.948889651187265,-0.0123869093354553,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0237536484756839,601.0,0.0488252150865653,291.0,0.0369267316052246,0.0225292807597539,0.0250363763293904,0.0488252150865653,0.0369267316052246,0.1144444444444444,0.0,50,2.3729980598369367,2.7334369971882784,5.106435057025215,0.7621017253815421,47.37801718934288,1.3456170627682065,0.0,0.0091016107159031,0.0229019585685907,0.0,0.0,0,0,0.0782088631869969,0.1780104586995545,0.0782088631869969,0.1780104586995545,1.5419764230904952e-20,3.469446951953614e-18,6.7994778733537025e-19,1.5298825215045831e-16,0,0,0,76.16331229099887
h9d0,h9d0,9,0,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d0_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d1_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d0_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d0_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h8d3,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,32364.0,33263.0,-1.948889651187265,-0.0123869093354553,66.01239914470342,-0.1527859364591979,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0303827574386739,383.0,0.0503557981635927,141.0,0.0470774108158522,0.019221833312037,0.0225888853585153,0.0503557981635927,0.0470774108158522,0.1088888888888888,0.0011111111111111,120,2.598472693833703,3.133984999546763,5.732457693380466,0.8857230540048677,39.239459627884706,1.446797232267539,0.0,0.0089216315332997,0.0213426127770366,0.0,0.0,0,0,0.059029344630111,0.1440025966149205,0.059029344630111,0.1440025966149205,3.23815048849004e-19,2.7755575615628914e-17,4.824017466768502e-18,2.0985807728140886e-16,0,0,0,65.63937533400167
h9d1,h9d1,9,1,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d1_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d2_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d1_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d1_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h9d0,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,33263.0,34162.0,66.01239914470342,-0.1527859364591979,166.14967582599365,-0.3455836624926204,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0241214272477674,657.0,0.0508491743205352,8.0,0.0301231538336343,0.025841945440968,0.0284225076069304,0.0508491743205352,0.0301231538336343,0.2344444444444444,0.0011111111111111,46,3.5261696747888776,5.092133334558216,8.618303009347095,2.0323513460005898,58.216185605962,1.2257504940571615,0.0,0.0093082048637865,0.022514945998443,0.0,0.0,0,0,0.255861408665974,0.347505932312713,0.255861408665974,0.347505932312713,2.097087935403074e-18,5.551115123125783e-17,7.514472624874715e-18,2.0816035086903782e-16,0,0,0,65.07294058400294
h9d2,h9d2,9,2,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d2_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d3_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d2_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d2_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h9d1,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,34162.0,35061.0,166.14967582599365,-0.3455836624926204,142.96000500268644,-0.2725890164311358,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0522393733581028,726.0,0.05282989033069,13.0,-0.0302290103724223,0.0255391126230163,0.0282795341711084,0.05282989033069,0.0302290103724223,0.2322222222222222,0.0022222222222222,55,3.515188824997594,4.773035988472951,8.288224813470546,2.046192366362039,57.69373922784346,1.1359530854435154,0.0,0.0087821305122974,0.0224804961813174,0.0,0.0,0,0,0.3635515067151578,0.4243419978143659,0.3635515067151578,0.4243419978143659,2.220446049250313e-18,5.551115123125783e-17,6.049306829882421e-18,1.9448382553251504e-16,0,0,0,66.85567608300335
h9d3,h9d3,9,3,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h9d3_dispatch.json,deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h10d0_dispatch.json,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d3_frequency.csv,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv036_esd036/h9d3_frequency.png,deadband/results/phase1_baseline_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/checkpoints/9640bf255aa8/end_h9d2,9640bf255aa8,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.036,0.036,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,35061.0,35960.0,142.96000500268644,-0.2725890164311358,7.500471507517789,0.0004978031965163,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0517700526956899,868.0,-0.0099458198054414,824.0,-0.0351445492325463,0.0334803861624745,0.0343582455668531,0.0517700526956899,0.0351445492325463,0.4366666666666666,0.0022222222222222,0,5.502241339855159,8.703074713030645,14.205316052885804,4.335122022184677,81.32485289972985,0.8451104690349585,0.0,0.0090672683190594,0.022306786625585,0.0,0.0,0,0,0.1325177406426681,0.2757640322558369,0.1325177406426681,0.2757640322558369,1.295260195396016e-18,2.7755575615628914e-17,7.950480512807698e-18,1.9775335643014743e-16,0,0,0,68.62605574999907
