count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz,share_abs_gt_0p05,share_abs_gt_0p036
86400,-0.0006621813203000194,0.027898436205256366,-0.0933393526852155,-0.05400721341700052,-0.043262507153614946,-4.07669936808297e-06,0.0418372083443989,0.05014790228056818,0.0720799036066832,0.024093818294127458,0.04668847882330085,0.05603283393313565,0.0933393526852155,0.028680555555555556,0.23096064814814815
