window_s,sample_count,andes_direct_gscr,identified_gscr,absolute_error,design_rank,condition_number,residual_rmse
10.0,101,0.17140949759782695,0.17140985186753016,3.542697032121733e-07,72,783.3276533374453,6.035650915453153e-07
8.0,81,0.17140949759782695,0.17140984639055418,3.487927272283198e-07,72,793.4426122591481,6.273149943955667e-07
6.0,61,0.17140949759782695,0.17140984540672313,3.4780889618390987e-07,72,781.6629871960006,7.088109240672279e-07
4.0,41,0.17140949759782695,0.17140988242896885,3.8483114189746814e-07,72,802.7195596690315,5.986484714329441e-07
