time_s,U_BUS1_re,U_BUS1_im,I_BUS1_re,I_BUS1_im,U_BUS2_re,U_BUS2_im,I_BUS2_re,I_BUS2_im,U_BUS3_re,U_BUS3_im,I_BUS3_re,I_BUS3_im,U_BUS4_re,U_BUS4_im,I_BUS4_re,I_BUS4_im,U_BUS5_re,U_BUS5_im,I_BUS5_re,I_BUS5_im,U_BUS6_re,U_BUS6_im,I_BUS6_re,I_BUS6_im,U_BUS7_re,U_BUS7_im,I_BUS7_re,I_BUS7_im,U_BUS8_re,U_BUS8_im,I_BUS8_re,I_BUS8_im
1.06,1.0000966154999877,0.007755663341389331,6.081777550433404,-1.9013010845888736,0.9767747076158676,-0.18498105846352608,5.434547594243774,-4.712873537499533,0.8921184652972539,-0.4509258580157256,1.5282692555338342,-3.673889091485137,0.9409029405341857,-0.38141827035492903,1.2091295129831052,-1.2363351583663502,0.8976686627835,-0.5292542280686747,1.9093875859723644,-4.85174441363617,0.7684505149058766,-0.6389298418965738,-0.4748488021370861,-0.520708508276411,0.9812962981081023,-0.19277950868614693,2.1376908453898267,-0.7482598290246192,0.981651972860853,-0.19097224345205577,2.9093095926402572,-1.0108496567673222
1.1600000000000001,0.999861183742039,0.030751378749363185,5.94874548580203,-1.7643536948767145,0.980755399778163,-0.14141441493483325,6.035552095187104,-4.536532549178479,0.8995662699579067,-0.4338157478232785,1.426472936056331,-3.612298097788707,0.9495963596105048,-0.35685100371859646,1.2556340299635238,-1.2160085310241848,0.9080963728135393,-0.5108686338566506,1.964785251819636,-4.799010890794751,0.7814307263527001,-0.6208668895279109,-0.4914557040947371,-0.5149748475687025,0.9850291243971061,-0.17362069214921638,2.1322043673700843,-0.7048577737291477,0.9853501759310881,-0.17183247045277544,2.901499689504203,-0.9518427277521235
1.2600000000000002,0.998738758725367,0.056195116108442564,5.991519566549242,-1.613539034512118,0.9839406304194838,-0.11580928221577651,6.174276212350698,-4.380398593883181,0.9099992878604626,-0.4115875979537046,1.511357990266729,-3.5732246432962085,0.9580258880027909,-0.3343514239692397,1.278656843867556,-1.1824864929550145,0.9199110888643,-0.48987313602921745,2.058047360679328,-4.7383955131613815,0.7976308318980935,-0.6003824099454378,-0.4481405969560721,-0.5490255471717858,0.9888589883484876,-0.15203416455208613,2.1392536248106384,-0.6552517569118781,0.9891398829452261,-0.15024719229666963,2.9109276969718034,-0.884390816402314
1.3600000000000003,0.996513695727796,0.0839308556171683,6.212454603609992,-1.438219914393007,0.9876531587180405,-0.10866801676186291,5.84451719927408,-4.286862653987873,0.9228794209878748,-0.38409077320455737,1.788064257543204,-3.5490581837074693,0.9661639608462094,-0.31350960772559683,1.2833382290997342,-1.1406607942688785,0.9329257860715023,-0.4654858816504939,2.204784793058572,-4.679144319662203,0.8149616333885465,-0.5790776681448789,-0.382678497542974,-0.5898682419819351,0.9925646789322543,-0.1272680423298211,2.1615941485268877,-0.5987309485204477,0.9927982166393657,-0.1254628448309722,2.941312812228365,-0.8074909701088056
1.4600000000000004,0.9932226385728825,0.11185407938649082,6.495313546475155,-1.2566261372461711,0.9910938377604656,-0.1090647923855975,5.329624887242379,-4.230749567274917,0.9353948511639538,-0.35483941592127916,2.1316465107915885,-3.526982556007383,0.9735391094114326,-0.29254800156912886,1.2888823272197591,-1.1022492039209137,0.9457851956713645,-0.43859770962878303,2.3932215105707875,-4.63316524198423,0.8297751942136623,-0.5595738287443209,-0.3614086670058271,-0.5983456883102886,0.9955594995644504,-0.09988576153297886,2.194349469179407,-0.5390097077577598,0.9957408629487192,-0.09805170037217227,2.9858863242334577,-0.7261634487347802
1.5600000000000005,0.9895745441899952,0.13730570151372218,6.6795449552858965,-1.0888639724227778,0.9937538914944977,-0.10151903090076478,5.02757725588258,-4.161717512557918,0.9451176609255398,-0.3288332015199763,2.3633862436444817,-3.49139038918638,0.9800680130274515,-0.26973023530138895,1.3112717792232575,-1.07184806040208,0.9572689938911054,-0.41155360275409325,2.5816096011808494,-4.59426796320573,0.8414633367781815,-0.5419116332195179,-0.39348690441478734,-0.5769178755968294,0.9975417457974955,-0.07140025118845582,2.227848853117676,-0.4791769773189061,0.9976697349640378,-0.06953964950017764,3.031372372916804,-0.6446402573315921
1.6600000000000006,0.9864677775251771,0.1588099519948183,6.662650639847607,-0.9441925708360994,0.9956811158458208,-0.07594164884137515,5.1922213677267,-4.0355427795695284,0.9516021162411828,-0.30894971674331195,2.3725810789782784,-3.4335997236520486,0.9861050296305033,-0.24455043170819465,1.3508114634075528,-1.044229581716921,0.9670864819889502,-0.38679969439888073,2.719985636152926,-4.542990719725655,0.8526736539915742,-0.5231105760712146,-0.4185768641904433,-0.5641804343933486,0.998689794885407,-0.04350774077796513,2.2526939105750263,-0.42016846605153724,0.9987661757791809,-0.04163260184922704,3.0649623092419014,-0.564269006734398
1.7600000000000007,0.9840147296572295,0.17699973815726733,6.4660957113928434,-0.8288551044263105,0.9957541294703384,-0.03425343578987661,5.762480033346937,-3.8196380497941034,0.9559727459540595,-0.29361158196428516,2.2014032797328964,-3.362707252472823,0.9917449420058811,-0.21794950093631393,1.395225444281156,-1.0140506865561643,0.9755644435826357,-0.36525355102885554,2.787573519131337,-4.470855214738088,0.8654150539017114,-0.5008822113995962,-0.38562982019490416,-0.5876320273941307,0.9992812668621315,-0.01739392294601035,2.2645917928015415,-0.3631984828886933,0.9993100671012017,-0.015518568787835951,3.080870436253532,-0.4867444220412549
1.8600000000000008,0.9814393761619072,0.194277320980952,6.222364919448859,-0.7355493659409569,0.9932961557684604,0.011069595316722424,6.412390807958962,-3.5391028381828664,0.9600823491193045,-0.2777727692480575,2.0235439395167325,-3.299454008685722,0.9967018637943247,-0.1916574593763205,1.432268567958917,-0.9815066177714538,0.9831058739460501,-0.3457307678995591,2.8128778575192728,-4.390010121736486,0.8784861218025579,-0.47677071856848136,-0.3177456762536075,-0.6279131385581301,0.9994205468902425,0.00656321219923278,2.26610737349875,-0.3100107693244499,0.9994067589844084,0.008429042726748692,3.0826508450079873,-0.41442199893661474
1.9600000000000009,0.9778118557511405,0.2134620377555378,6.089349049948654,-0.62985002906804,0.9906225240087143,0.04561942189672028,6.782026734540278,-3.297976943935499,0.9656487034533349,-0.25650845353316865,2.024172195643529,-3.2522652724929677,1.0008859749078884,-0.16721774581011167,1.4578605642076747,-0.9481353135358342,0.990143653501661,-0.32592266791142255,2.8538770728980056,-4.316580538641158,0.8896835726758399,-0.4547822359932129,-0.2839202015843115,-0.6462666051159629,0.9991482955534824,0.028670863760482883,2.263976016636319,-0.26033281095774785,0.9990954790886112,0.03052518395161458,3.079507824993235,-0.34689527078029375
2.060000000000001,0.9725420753330024,0.23613524945732547,6.149360203881748,-0.47612120588990353,0.9907409022786252,0.0623596091857886,6.703447700263003,-3.1902596934248217,0.9729307080980425,-0.2285142164049978,2.2650390027780385,-3.205803800408406,1.0045320364289307,-0.14518001215334,1.4734941879722856,-0.9139181604817153,0.9970762458556409,-0.30399626529095697,2.9499021092278888,-4.2532498715779345,0.8987712841940433,-0.4365641690272773,-0.3099835431071632,-0.6330025987345259,0.9985189995846215,0.04957636222546403,2.2635722048866818,-0.2120267633155363,0.9984279667870113,0.051423229334894335,3.0787830750271454,-0.2812307098536668
2.160000000000001,0.965539049078792,0.26169604108625266,6.362181324353609,-0.27480594690248245,0.9934812305270639,0.06545080694296102,6.285233376317239,-3.2008580716189505,0.9803990757653173,-0.1972746877636451,2.637214437233016,-3.1405572906000048,1.0078302990980832,-0.1249472525541245,1.481889114339393,-0.8789236335572389,1.0040000744318869,-0.27968999954211454,3.0926770546223157,-4.19006425968283,0.9074540957182179,-0.41936841674899017,-0.34379374848738914,-0.6151014505409553,0.9975415762345953,0.0698925561161092,2.2657055947885496,-0.1636274369827049,0.9974114616324371,0.07173728782002081,3.081594338207155,-0.21542139576625818
2.260000000000001,0.9574314277734842,0.28784839907349086,6.596124610368271,-0.060327466665917574,0.996057251761515,0.06744036864621845,5.845420738978423,-3.2254290841184736,0.9862679143136803,-0.16906396909285068,2.936840284261334,-3.0594314999758168,1.0107834958839161,-0.10529887161331097,1.487721232491964,-0.843750634836194,1.0106650867851974,-0.2543451446329028,3.2433889293982014,-4.117350520686642,0.9172510062253766,-0.3997133449311236,-0.3230812635169029,-0.6218018154766535,0.9961878659103306,0.08998153298640434,2.2681474863295064,-0.11510271565733478,0.9960180234832728,0.09182629598497481,3.0848786541480897,-0.1494271400468689
2.360000000000001,0.9493840642181011,0.31211312011804015,6.713737517105986,0.12629482731067562,0.9959245825309652,0.081375783681947,5.7176128703620535,-3.162300822321117,0.9898286515327056,-0.14876805682305308,3.0063065799103317,-2.9884483780725684,1.0131713401862346,-0.08512352442024781,1.4980549494682747,-0.809740305115363,1.0165771411875495,-0.22996398159876522,3.3681724875962957,-4.038166651288934,0.9273908346135011,-0.3777014163739983,-0.2555788919989898,-0.647583942504117,0.9943813469308618,0.10998192652156485,2.2688745270353174,-0.0675279827338559,0.9941727427822649,0.1118243359254425,3.0858027546724016,-0.08472666205714072
2.4600000000000013,0.9422206717936795,0.33321272665714124,6.658845017260204,0.2559813819136338,0.9915187109213075,0.11204622206851153,6.024549486169838,-2.962516101781092,0.9913111332122434,-0.13640380257068865,2.8401464174772704,-2.951154783193241,1.014561600892962,-0.06398251727792183,1.5179503205475258,-0.779580127705141,1.0212289793747782,-0.2080684330331275,3.4559147790743454,-3.9663643969296647,0.9355391950150488,-0.35671893856334436,-0.2104365121756982,-0.6651166497347001,0.9919580262700883,0.12996350422094335,2.267822875534767,-0.022625921001368236,0.9917134488962168,0.13179884589360263,3.084208802699479,-0.023668172876564232
2.5600000000000014,0.9357966128187687,0.35157936148741065,6.48636937810439,0.3284279619634344,0.9827860877871644,0.15275829099015192,6.590750228160225,-2.647254425657264,0.9916027308462738,-0.12686730629091383,2.5845124189674906,-2.944983060476121,1.0147675499029247,-0.04216807707439746,1.5446510367804351,-0.7544256426686667,1.0245662134431537,-0.1889752265499328,3.5108097976373007,-3.909758481821491,0.9407349631842796,-0.3389321566308817,-0.22979588759044317,-0.6632280533345131,0.9888058228255115,0.15008900901308656,2.266132632670267,0.019343700350743658,0.9885279748501573,0.15191405334926594,3.081659024076942,0.033406210423243855
2.6600000000000015,0.9293449314401543,0.3688965303183748,6.3163812499422525,0.3867615636670607,0.9729894458625248,0.19044135629160275,7.076133904979426,-2.3226649501528103,0.9922376147548726,-0.11306421857071278,2.438088598228553,-2.938033900366751,1.0143832131210428,-0.020223321898269815,1.5683511463596587,-0.7297747011857451,1.0272671695647269,-0.17164422871098664,3.541086170086245,-3.8577321929148614,0.9448444752597629,-0.3222979616048428,-0.27334434669506746,-0.6549574801882461,0.9850716770623464,0.17066522754231161,2.264478890914723,0.061810079721194636,0.9847599533359552,0.1724803960883024,3.0791662723561046,0.09116510478611564
2.7600000000000016,0.9221432041831449,0.38692639838005044,6.251012904509311,0.4925669690047954,0.9673025017953408,0.21469529536986046,7.213548482293014,-2.1260990496988432,0.9943959451026768,-0.09032879938322787,2.5276012062783004,-2.887843449255185,1.0143592738620901,0.0015972873951100356,1.58143307451297,-0.6983353323255822,1.0302589302849705,-0.154080275903759,3.561887982414048,-3.7908212852259475,0.950735240266049,-0.30307220124114165,-0.27011897296171505,-0.6588205076821373,0.9810339816303945,0.1919779865560837,2.262746043154584,0.10971516543553043,0.9806835618277812,0.1937863049269265,3.076660515928098,0.15631881056384414
2.8600000000000017,0.9138309557503802,0.40628555819548334,6.31447691528659,0.6688837287977202,0.9677254127794641,0.22377900286688684,6.963649723651061,-2.111167798146232,0.9975419485795798,-0.059396418389948503,2.8353749710569818,-2.7753648279944234,1.0148484184460393,0.02343093193868763,1.5867096687040823,-0.6586709795265019,1.0337599712957195,-0.1341655176571998,3.600511346101265,-3.7032519474919057,0.9588310301942892,-0.280374811078578,-0.2077113339964421,-0.6744481330858588,0.9767102318395059,0.2140165919739079,2.2609555299650173,0.16399501236679773,0.9763156146584023,0.21582073556839845,3.074160157716769,0.23013421098878192
2.9600000000000017,0.9046011355445087,0.42612605324601427,6.445184707812205,0.8792739067031696,0.9710021307926762,0.2250594105693769,6.5243485068829115,-2.197226197234895,0.999984459971181,-0.026176275339120446,3.2124672989989618,-2.6273550442630667,1.0150202719561434,0.045444448120119885,1.5950033999483093,-0.6165706405008003,1.0370723976745215,-0.11074758454719477,3.686064611678425,-3.606959353413659,0.9667908935923214,-0.2572165633475053,-0.1470259964602344,-0.6849923992359136,0.9718316525410966,0.23635921117397643,2.2597316085316077,0.22050399053904932,0.9713910144079998,0.23815938399779055,3.072416723375257,0.30697618738123544
3.060000000000002,0.895260912491502,0.4449848384410192,6.536271248291951,1.0648645765388616,0.9719811084142739,0.23066808303025574,6.212530230628763,-2.235829030739686,1.0008575034477785,0.0017666443215176165,3.464756490218179,-2.501454024113527,1.0141368778267932,0.06748046332733354,1.6132138425004527,-0.5774020219531383,1.0394027328248263,-0.08442724210466467,3.824163679260491,-3.513407399645888,0.9726839379911314,-0.2367584128054381,-0.14540590035447468,-0.6821653684084009,0.9662617547053685,0.2583590743786057,2.2591670561723958,0.27469758734930677,0.9657774887012842,0.2601531604500139,3.071479436862666,0.38066019548061175
3.160000000000002,0.8866682354221389,0.4619612819291895,6.506191069625535,1.1873963488760968,0.9672878244157177,0.24973614224968257,6.256942718236422,-2.1116358168210994,1.0006399120220082,0.019967854100584825,3.4680882398866015,-2.4433567655448014,1.012251358855974,0.08907089814412779,1.6359386218888317,-0.542301411065981,1.0406004516662157,-0.05738697259000385,3.9817412966688126,-3.4236920393439716,0.9767646808681609,-0.218395964644432,-0.1835904206575147,-0.6741236921290403,0.9602100681283634,0.27944366901322776,2.257635630890904,0.32474060772954016,0.9596862111945068,0.28122891972231107,3.069164235189459,0.44868809722335606
3.260000000000002,0.878863430553116,0.47732176032361706,6.357052103052781,1.2449316912626396,0.9563515268331809,0.2819190053350644,6.635817201516601,-1.8034263742269094,0.9999688055456857,0.029857968445805117,3.249261846859829,-2.452424972615016,1.0098348384809879,0.1097243062766325,1.6516575774873254,-0.5110762235573251,1.0411096499388577,-0.032300265162854634,4.107513419346338,-3.336489450231515,0.9803800069476529,-0.19895904770257578,-0.19178089318705094,-0.6751593417859058,0.9540149728721872,0.2992721333901054,2.2528967620405975,0.37046200383872874,0.953455078064427,0.3010467381432678,3.0625189305469065,0.5108442828838389
3.360000000000002,0.8709294206189849,0.49234046590356,6.17383516667053,1.2747351374011187,0.9419896150106589,0.317859337019246,7.103253484974865,-1.4086876713825143,0.9990464357598434,0.03782802137066127,2.977581580497493,-2.4838810080175664,1.007218865447013,0.12926704208478343,1.656079954893848,-0.4833032974693208,1.0414192224828098,-0.010991626297331022,4.1721620056028685,-3.255509608593519,0.9840958936482805,-0.17733584080083387,-0.14038895329453577,-0.6877706564748229,0.9478933082204992,0.31775746854508297,2.2442869932829197,0.41219459246363854,0.947300047817725,0.3195207209234267,3.0506956696265273,0.5675978679433684
3.460000000000002,0.861709699118544,0.5085401154260812,6.063036496495278,1.340362560703596,0.9298993149714947,0.34625969209022733,7.377746462107981,-1.103998872128971,0.9979790878246837,0.05121364480730799,2.860112755546649,-2.4792979201621197,1.0045010364596798,0.14795835620233908,1.6564684569774977,-0.4563484531928209,1.0416886132552574,0.006353669496909704,4.187435479597863,-3.185325148697941,0.9873888772026862,-0.1563010130855369,-0.07825233171576518,-0.6990997743101028,0.9419044414426397,0.33504362432209095,2.233225807959382,0.4511279367612652,0.9412799533538957,0.3367948683419936,3.035587116897086,0.6205495871329734
3.5600000000000023,0.850566951952439,0.5266487517816644,6.080866422122584,1.4882605499831645,0.9246229352543869,0.36124516165484,7.321403485140426,-1.0195555088149943,0.9966303317248683,0.07364228435250732,3.0033309869962395,-2.399359280657289,1.0016372618406757,0.166224959068622,1.6625490747901204,-0.42677895845825636,1.0418160332893605,0.02107624299825958,4.18784488798224,-3.1246964643314437,0.9898369612925753,-0.13909699130304698,-0.06979894707798431,-0.7003452469579037,0.9359876790390839,0.3514349059004685,2.221655979344394,0.4888567172286008,0.9353338914065835,0.3531727562001591,3.0197582634084923,0.6718310692352338
3.6600000000000024,0.8377625551873069,0.545992812691774,6.19993115234512,1.7071775094927544,0.9254096435533736,0.36527525518504006,7.000498242211482,-1.129979419270614,0.9944493292956532,0.10271926901773883,3.3387080713110517,-2.2479452244100133,0.9985152855155623,0.18431397747524234,1.67513406554143,-0.39439651445867874,1.0416598242515753,0.03530873495477751,4.198535842709221,-3.0668034325326654,0.9916515767702963,-0.12500668175293914,-0.11138517748643274,-0.6950484548305877,0.9299895815877524,0.3673071538032703,2.21021697326772,0.5261314275310814,0.9293081687388285,0.3690299248793223,3.0040508034038957,0.7224525424463772
3.7600000000000025,0.8244824954251125,0.5649264595263495,6.327457147284386,1.9365835076958566,0.9269941327595604,0.36746000697622844,6.64018653936084,-1.2726102347991328,0.9913980327342282,0.13164984894731346,3.670025301531482,-2.077928236419481,0.9951659252670775,0.20224952497567036,1.6859387910219734,-0.3615175440983115,1.0411913612914303,0.0510920208628752,4.225355839942601,-3.0016612178895414,0.9935406878470986,-0.10977326228115171,-0.13569481706244746,-0.6921493028024017,0.9237639763938201,0.38304835605083565,2.198125015596247,0.5634016716232602,0.9230554687364149,0.38475509592190316,2.9874428537317788,0.773051324917325
3.8600000000000025,0.81227849512889,0.5819058766356826,6.364258724061882,2.11063767123852,0.9238313764751991,0.3780105719313295,6.492450700759839,-1.2682393465906996,0.9884570208915164,0.15373587850590167,3.809180289166934,-1.9635990905037557,0.9917030315826783,0.22005173234332182,1.6882155501086065,-0.3297541680868442,1.0403481007945632,0.06969226205177315,4.269560747848347,-2.9214441532446243,0.9959356571828863,-0.0904537480596181,-0.09761446711660404,-0.6953355051783721,0.9171935538268617,0.3989933539985702,2.184755832955817,0.6014883308127306,0.9164567344009255,0.4006843444875806,2.969140436845673,0.8247768466731153
3.9600000000000026,0.8020063975465067,0.5963039525533015,6.271402030737067,2.1940357446970937,0.9131678421484314,0.401144817276894,6.664365899774424,-1.0338368543991645,0.9863792644749729,0.16662785778029351,3.699967071118332,-1.9485480277111673,0.9878757495797447,0.23786604070762088,1.6852756875489412,-0.30007208885639997,1.0387618247559205,0.091220557759699,4.338883228616283,-2.8281523460608264,0.9980869346066642,-0.06867906164699747,-0.030620996071065186,-0.6993062978113643,0.9100645966073423,0.4153329400264183,2.171038454656148,0.6403705525005301,0.9092976939169211,0.4170093312947685,2.9504052447100126,0.8776198004185276
