sample_interval_s,sample_count,identified_gscr,absolute_error,design_rank,condition_number
0.1,101,0.1711930731811217,0.00021642441670524648,72,3.7835287171353182
0.2,51,0.171590723775145,0.00018122617731805568,72,3.946123916649248
0.5,21,0.17135742414995667,5.207344787028223e-05,72,30.19619988290881
0.8,13,0.17101103829455347,0.00039845930327347956,72,464.27006741866586
1.0,11,0.17109394528294786,0.00031555231487909174,72,1350.5749030360225
