time_s,freq_dev_hz,gov_droop_sum,gov_active_count,gov_pe_sum,pvd_droop_sum,pvd_active_count,pvd_pe_sum,pvd_pref_sum,pvd_pavail_sum,pvd_pext0_sum,esd_droop_sum,esd_active_count,esd_pe_sum,esd_pref_sum,esd_pext0_sum,esd_soc_mean,esd_soc_min,esd_soc_max,esd_soc_1,esd_soc_2,gov_paux0_sum,dg_pext0_sum,gov_pref0_sum,agc_request_sum_total,agc_update,gov_pe_sum_delta,pvd_pe_sum_delta,esd_pe_sum_delta,gov_pref0_sum_delta,pvd_pref_sum_delta,esd_pref_sum_delta
0.0,0.04134155461468669,-0.12724741686305635,25,6.245749069749061,-0.12171079101907895,22,6.924575059783569,7.011262890980859,7.154349888755979,0.0,-0.0809184990331273,2,-0.07164559839835224,0.0,0.0,0.5069217220289396,0.5069210010887824,0.5069224429690968,0.5069224429690968,0.5069210010887824,-0.2754243870477006,0.0,6.639322418913963,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.03975057690580375,-0.11093346433482226,25,6.2630953652377706,-0.10721367389195373,22,6.904480011798002,7.023765729865927,7.167107887618291,0.0,-0.07667874673363695,2,-0.07953465318245315,0.0,0.0,0.5069332004731704,0.5069324797510677,0.5069339211952731,0.5069339211952731,0.5069324797510677,-0.2754243870477006,0.0,6.638505595200275,0.0,0,0.017346295488709806,-0.02009504798556705,-0.007889054784100902,-0.0008168237136878531,0.012502838885067646,0.0
2.0,0.04135391856296522,-0.12535646418246005,25,6.243664241009,-0.12273547170657148,22,6.912570658233933,7.025589448394369,7.168968824892212,0.0,-0.08142001895567788,2,-0.0777920244984098,0.0,0.0,0.506944847736396,0.5069441267912966,0.5069455686814954,0.5069455686814954,0.5069441267912966,-0.2754243870477006,0.0,6.637688775993919,0.0,0,-0.0020848287400605514,-0.012004401549636334,-0.006146426100057556,-0.0016336429200443092,0.014326557413509633,0.0
3.0,0.03892510099632318,-0.10959048437382558,25,6.2543278730772816,-0.0994393604298189,22,6.901573528948402,7.011852482600997,7.154951512858162,0.0,-0.07442106540555507,2,-0.07906189186352439,0.0,0.0,0.5069566919710005,0.5069559715830502,0.5069574123589509,0.5069574123589509,0.5069559715830502,-0.2754243870477006,0.0,6.636871956787562,0.0,0,0.008578803328220808,-0.02300153083516676,-0.007416293465172141,-0.0024504621264007653,0.0005895916201374973,0.0
4.0,0.03428257260990719,-0.09724238652948602,23,6.234569146420781,-0.060667765448131794,10,6.939053829635523,7.017785720119769,7.161005836856906,0.0,-0.06068510662844895,2,-0.06569505260809655,0.0,0.0,0.5069675089918653,0.5069667928782456,0.5069682251054849,0.5069682251054849,0.5069667928782456,-0.27129389027911627,0.0,6.636055137581206,-0.27129389027911627,1,-0.011179923328279884,0.014478769851954176,0.005950545790255696,-0.0032672813327572214,0.006522829138909891,0.0
5.0,0.051232581634592655,-0.1591877117855568,25,6.275720478093668,-0.21628762490281195,22,6.883808605168418,7.046026442230792,7.189822900235499,0.0,-0.10974283519779954,2,-0.08987905703159073,0.0,0.0,0.5069787780748762,0.5069780548118302,0.5069795013379221,0.5069795013379221,0.5069780548118302,-0.27129389027911627,0.0,6.635238318374849,-0.27129389027911627,0,0.029971408344607653,-0.04076645461515138,-0.018233458633238483,-0.0040841005391136775,0.03476355124993269,0.0
6.0,0.028056520091936932,-0.07259484497281232,22,6.226570158434921,-0.023281329065492677,10,6.933270242636478,7.026835595860474,7.1702404039392595,0.0,-0.0434354306105844,2,-0.06960188420288241,0.0,0.0,0.5069913341343838,0.5069906100880901,0.5069920581806775,0.5069920581806775,0.5069906100880901,-0.27129389027911627,0.0,6.634421499168492,-0.27129389027911627,0,-0.019178911314139846,0.008695182852909156,0.002043714195469837,-0.004900919745471022,0.015572704879614818,0.0
7.0,0.044017906921580696,-0.13871750848560926,25,6.247344325455375,-0.1468955003965693,22,6.936070504467123,7.028536834400122,7.171976361632779,0.0,-0.08830628731312204,2,-0.07001230045731771,0.0,0.0,0.5070011426677048,0.5070004216943184,0.5070018636410911,0.5070018636410911,0.5070004216943184,-0.27129389027911627,0.0,6.6336046799621355,-0.27129389027911627,0,0.0015952557063139139,0.011495444683554012,0.0016332979410345339,-0.005717738951827478,0.017273943419263027,0.0
8.0,0.03550307817484111,-0.09224529617953117,22,6.259814277372738,-0.06814499690175972,10,6.920916218968148,7.025828924096451,7.169213187853526,0.0,-0.06433250894755844,2,-0.07557314975441462,0.0,0.0,0.507012458654811,0.5070117367914598,0.5070131805181621,0.5070131805181621,0.5070117367914598,-0.27495812392347524,0.0,6.632787860755779,-0.27495812392347524,1,0.014065207623676912,-0.003658840815421449,-0.003927551356062375,-0.006534558158183934,0.014566033115591459,0.0
9.0,0.04323085127056814,-0.13443870069327912,25,6.242495215866021,-0.14006806957555035,22,6.925460862855198,7.031981317124659,7.175491139923121,0.0,-0.08653446037293702,2,-0.0753880130807401,0.0,0.0,0.5070233976076143,0.5070226750633654,0.5070241201518632,0.5070241201518632,0.5070226750633654,-0.27495812392347524,0.0,6.631971041549422,-0.27495812392347524,0,-0.003253853883039781,0.0008858030716289989,-0.003742414682387854,-0.007351377364541278,0.020718426143799817,0.0
10.0,0.03872675060314634,-0.10735522744324429,25,6.252695464738674,-0.09775592035506711,22,6.912428342649693,7.031620927368782,7.175123395274267,0.0,-0.07389830936256903,2,-0.08004900003296142,0.0,0.0,0.5070352669906327,0.5070345428069627,0.5070359911743028,0.5070359911743028,0.5070345428069627,-0.27495812392347524,0.0,6.631154222343065,-0.27495812392347524,0,0.00694639498961358,-0.012146717133876272,-0.008403401634609176,-0.008168196570897734,0.020358036387922773,0.0
11.0,0.038083172523131203,-0.11255730965211212,25,6.233854620366313,-0.0912946437053397,22,6.933256554119902,7.022883820645166,7.166207980250168,0.0,-0.07178695919073269,2,-0.07191388607744956,0.0,0.0,0.5070465267814741,0.5070458052515395,0.5070472483114088,0.5070472483114088,0.5070458052515395,-0.27495812392347524,0.0,6.630337403136709,-0.27495812392347524,0,-0.011894449382747752,0.008681494336332918,-0.0002682876790973121,-0.00898501577725419,0.011620929664307056,0.0
12.0,0.041021208347986615,-0.11743356239832912,25,6.256863964124772,-0.11899766531237399,22,6.910596575838121,7.0225855893878,7.165903662640614,0.0,-0.08022789702823242,2,-0.07862892757880643,0.0,0.0,0.5070577580449913,0.5070570365012707,0.5070584795887119,0.5070584795887119,0.5070570365012707,-0.2737408007269087,0.0,6.629520583930352,-0.2737408007269087,1,0.011114894375711337,-0.013978483945447984,-0.00698332918045419,-0.009801834983610647,0.011322698406941,0.0
13.0,0.03524036234786809,-0.10010002246445479,25,6.230637518841171,-0.06660872343635506,10,6.941653201917306,7.029323136849144,7.172778711070558,0.0,-0.06359238974557781,2,-0.0689042207139611,0.0,0.0,0.5070688724609325,0.5070681529445895,0.5070695919772755,0.5070695919772755,0.5070681529445895,-0.2737408007269087,0.0,6.628703764723996,-0.2737408007269087,0,-0.01511155090789007,0.017078142133736485,0.002741377684391144,-0.010618654189967103,0.01806024586828503,0.0
14.0,0.045750601471419294,-0.13633467412261882,25,6.264227059990047,-0.16384148112372784,22,6.898549511473465,7.028046076358228,7.171475588120641,0.0,-0.09383533537126379,2,-0.08334833968712266,0.0,0.0,0.5070800249535332,0.5070793019302156,0.5070807479768509,0.5070807479768509,0.5070793019302156,-0.2737408007269087,0.0,6.627886945517639,-0.2737408007269087,0,0.018477990240985953,-0.02602554831010373,-0.011702741288770413,-0.011435473396324447,0.01678318537736878,0.0
15.0,0.032705696878769785,-0.09071381332709234,22,6.2224758928475925,-0.051457344820453166,10,6.942226054685863,7.037020856123114,7.180633526656241,0.0,-0.05656747102428227,2,-0.06955759637353982,0.0,0.0,0.5070917719300236,0.5070910492557308,0.5070924946043165,0.5070924946043165,0.5070910492557308,-0.2737408007269087,0.0,6.627070126311282,-0.2737408007269087,0,-0.02327317690146824,0.017650994902293604,0.0020880020248124215,-0.012252292602680903,0.02575796514225459,0.0
16.0,0.04825483746068837,-0.1483736346690067,25,6.261988800338385,-0.18760632705652447,22,6.897345673217342,7.031633038059223,7.17513575312166,0.0,-0.10103763658208355,2,-0.08472016256369252,0.0,0.0,0.507102882234344,0.5071021562765692,0.5071036081921186,0.5071036081921186,0.5071021562765692,-0.2727617947891548,0.0,6.626253307104926,-0.2727617947891548,1,0.01623973058932382,-0.0272293865662272,-0.01307456416534028,-0.01306911180903736,0.020370147078363487,0.0
17.0,0.024721798049074373,-0.05878175673661843,22,6.226048952086629,-0.002032043372802203,10,6.942705774203027,7.013777721408902,7.1569160422539815,0.0,-0.03326850184475643,2,-0.06236534032144441,0.0,0.0,0.507114507273227,0.5071137850863923,0.5071152294600618,0.5071152294600618,0.5071137850863923,-0.2727617947891548,0.0,6.625436487898568,-0.2727617947891548,0,-0.01970011766243207,0.018130714419458016,0.009280258076907834,-0.013885931015394704,0.0025148304280424583,0.0
18.0,0.05364876085605097,-0.1755758967939765,25,6.259999402651275,-0.23830860721171518,22,6.8966716755741135,7.032062880769814,7.175574368132467,0.0,-0.11617221110771929,2,-0.08160134506056783,0.0,0.0,0.5071243497073514,0.5071236265245109,0.5071250728901918,0.5071250728901918,0.5071236265245109,-0.2727617947891548,0.0,6.624619668692212,-0.2727617947891548,0,0.014250332902213891,-0.027903384209455595,-0.00995574666221559,-0.01470275022175116,0.02079998978895503,0.0
