first_dispatch,second_dispatch,kp,ki,agc_interval,freq_max_abs_hz,freq_mean_abs_hz,gov_droop_abs_max,pvd_droop_abs_max,esd_droop_abs_max,pvd_pext0_abs_max,esd_pext0_abs_max,gov_active_mean,pvd_active_mean,esd_active_mean,gov_pe_delta_abs_max,pvd_pe_delta_abs_max,esd_pe_delta_abs_max,pvd_throughput,esd_throughput,gov_droop_effort
h11d2,h11d3,0.1,0.002,4,0.05437763918431093,0.029119531864365816,0.18208236850438198,0.24745308485630382,0.1184357377533135,0.0,0.0,22.85,11.563333333333333,1.781111111111111,0.33350988088685973,0.13525662448634712,0.15871609876567408,42.3348151444895,41.54190762532645,68.3144076198214
