threshold_hz,share_abs_gt,share_abs_ge
0.01,0.7890393518518518,0.7890393518518518
0.02,0.5219675925925926,0.5219675925925926
0.036,0.11878472222222222,0.11878472222222222
0.05,0.013148148148148148,0.013148148148148148
0.06,0.0026967592592592594,0.0026967592592592594
0.08,8.101851851851852e-05,8.101851851851852e-05
0.1,0.0,0.0
