label,dispatch_label,hour,dispatch,dispatch_json,dispatch_json_source,next_dispatch_json,freq_csv,freq_png,checkpoint_in,signature_hash,kp,ki,agc_interval,wind_pref_alpha,solar_pref_alpha,agc_allocation_mode,init_mode,apply_governor_targets,apply_dg_targets,governor_target_schedule,dispatch_target_ramp_seconds,agc_gov_output_ramp_frac_pmax_per_min,agc_dg_output_ramp_frac_pmax_per_min,agc_anti_windup_mode,traditional_governor_deadband_hz,traditional_governor_deadband_csv,wind_deadband_hz,solar_deadband_hz,esd_deadband_hz,der_deadband_hz,der_base_ddn,pvd1_base_ddn,esd1_base_ddn,pvd1_tfdb,esd1_tfdb,target_storage_share,achieved_storage_share,storage_scale_factor,storage_scale_applied_factor,scale_esd1_ddn_with_storage,disable_der_frequency_deadband,disable_der_agc,disable_pvd_agc,disable_esd_agc,recompute_ace_raw_on_load,reset_ace_integral_on_load,resume_mode,start_dae_t,end_dae_t,ace_integral_start,ace_raw_start,ace_integral_end,ace_raw_end,agc_freeze_active_start,agc_freeze_on_streak_start,agc_freeze_off_streak_start,agc_freeze_dir_start,agc_freeze_active_end,agc_freeze_on_streak_end,agc_freeze_off_streak_end,agc_freeze_dir_end,der_deadband_disabled_count,traditional_governor_deadband_count,configured_pvd1_deadband_count,configured_esd1_deadband_count,configured_pvd1_ddn,configured_esd1_ddn,configured_wind_pvd1_deadband_count,configured_solar_pvd1_deadband_count,configured_esd1_resource_deadband_count,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,max_abs_hz,final_abs_hz,share_abs_gt_0p036,share_abs_gt_0p05,zero_crossings,gov_paux0_tv,dg_pext0_tv,freq_d1_abs_mean,freq_d1_abs_p95,saturation_fraction,integrator_freeze_fraction,saturation_step_count,integrator_freeze_step_count,agc_request_sum_total_abs_mean,agc_request_sum_total_abs_max,agc_applied_sum_total_abs_mean,agc_applied_sum_total_abs_max,agc_clip_deficit_sum_total_abs_mean,agc_clip_deficit_sum_total_abs_max,agc_saturation_ratio_mean,agc_saturation_ratio_max,agc_freeze_streak_max,agc_freeze_streak_end,agc_unfreeze_streak_end,elapsed_s
h5d2,h5d2,5,2,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h5d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h5d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d2_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d2_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h5d1,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,19778.0,20677.0,31.760547940657805,-0.0847759850306801,64.50196500155096,-0.1195679999380759,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.043724039342583,726.0,0.0578221041453996,52.0,-0.0213966668141196,0.0275785184101713,0.0299555792134274,0.0578221041453996,0.0213966668141196,0.2666666666666666,0.0133333333333333,31,0.9657809908986053,0.0,0.0086175453305383,0.020375059257635,0.0,0.0,0,0,0.1623586956235359,0.2169034083866421,0.1623586956235359,0.2169034083866421,2.590520390792032e-18,2.7755575615628914e-17,1.6296182094909788e-17,2.148863249564917e-16,0,0,0,95.1079969999846
h5d3,h5d3,5,3,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h5d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d3_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h5d3_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h5d2,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,20677.0,21576.0,64.50196500155096,-0.1195679999380759,22.80618330180147,-0.0607285058148522,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.045074570896646,79.0,0.0382047485477388,858.0,0.0342769596626935,0.018911262308258,0.0215142242109239,0.045074570896646,0.0342769596626935,0.0477777777777777,0.0,87,1.090967158841756,0.0,0.0088057121454293,0.0200620541237785,0.0,0.0,0,0,0.0456063349987741,0.1158009342147467,0.0456063349987741,0.1158009342147467,8.172475042379624e-19,1.3877787807814457e-17,1.9020385972536786e-17,2.0549163028086852e-16,0,0,0,86.74037983399467
h6d0,h6d0,6,0,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d0_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d0_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h5d3,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,21576.0,22475.0,22.80618330180147,-0.0607285058148522,28.62542731934713,-0.0405229141571637,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0510348708997621,855.0,0.0468678560055346,93.0,-0.0379318378265969,0.0251658675430807,0.0270412443915787,0.0510348708997621,0.0379318378265969,0.1244444444444444,0.0033333333333333,21,0.8395572694583919,0.0,0.0086229035558035,0.0201966332666409,0.0,0.0,0,0,0.1077653396463216,0.1623212820828324,0.1077653396463216,0.1623212820828324,2.6213599192538418e-18,2.7755575615628914e-17,2.4529511212413086e-17,2.156533821369344e-16,0,0,0,86.71567683300236
h6d1,h6d1,6,1,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d1_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d1_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h6d0,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,22475.0,23374.0,28.62542731934713,-0.0405229141571637,23.161902791504826,-0.0550454029890604,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0528280657482249,67.0,0.0422836674084914,709.0,0.0197768648663343,0.0198790549809134,0.0225203876515076,0.0528280657482249,0.0197768648663343,0.0711111111111111,0.0033333333333333,55,1.193809085299243,0.0,0.0093986616302041,0.0231861202765821,0.0,0.0,0,0,0.0224758910890121,0.0552915087231108,0.0224758910890121,0.0552915087231108,4.647613312721196e-19,6.938893903907228e-18,2.1123520549605e-17,2.1157760833911111e-16,0,0,0,87.10079279099591
h6d2,h6d2,6,2,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d2_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d2_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h6d1,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,23374.0,24273.0,23.161902791504826,-0.0550454029890604,88.09296930131262,-0.1855098626632962,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0206230128174866,180.0,0.0418932860183574,553.0,0.021142684944837,0.0172480022978756,0.0191827588246952,0.0418932860183574,0.021142684944837,0.0055555555555555,0.0,64,0.9453732385660666,0.0,0.0079816976540395,0.0202174640317971,0.0,0.0,0,0,0.1060508816767178,0.1839903686639213,0.1060508816767178,0.1839903686639213,4.5334106838860566e-18,2.7755575615628914e-17,3.861999287906496e-17,2.1622883925257835e-16,0,0,0,87.85636450001039
h6d3,h6d3,6,3,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h6d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d3_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h6d3_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h6d2,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,24273.0,25172.0,88.09296930131262,-0.1855098626632962,6.309622407781722,0.0011991601311334,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0459896098575751,862.0,0.0308491947005151,26.0,-0.0313342515798109,0.0229242062664608,0.0245160637564908,0.0459896098575751,0.0313342515798109,0.0477777777777777,0.0,25,0.8190302299835458,0.0,0.0082370279351305,0.019876003910042,0.0,0.0,0,0,0.104412469702581,0.196029266679556,0.104412469702581,0.196029266679556,5.243683573772115e-18,2.7755575615628914e-17,4.9892715053502993e-17,2.755536720133095e-16,0,0,0,91.07571641702089
h7d0,h7d0,7,0,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d0_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d0_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h6d3,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,25172.0,26071.0,6.309622407781722,0.0011991601311334,-26.820916512133905,0.0467267038350115,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0416068267815394,85.0,0.0371020264122812,450.0,0.0156805650549962,0.0146118018022339,0.0175381113372347,0.0416068267815394,0.0156805650549962,0.0266666666666666,0.0,163,1.25859469423057,0.0,0.0086599060088141,0.0217842489956934,0.0,0.0,0,0,0.0405446952297164,0.0643940633608524,0.0405446952297164,0.0643940633608524,0.0,0.0,0.0,0.0,0,0,0,101.16430054200464
h7d1,h7d1,7,1,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d1_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d1_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h7d0,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,26071.0,26970.0,-26.820916512133905,0.0467267038350115,-5.223802337965441,0.0206934319317573,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0430283588942748,814.0,0.0342010460214536,515.0,-0.0232331683805608,0.0146104977795183,0.0168326264565928,0.0430283588942748,0.0232331683805608,0.0066666666666666,0.0,107,1.2605191424393518,0.0,0.0088453189555965,0.0219206645684413,0.0,0.0,0,0,0.024292125682979,0.06723794284826,0.024292125682979,0.06723794284826,2.3226019872800584e-19,3.469446951953614e-18,1.4923563560133793e-17,2.1705582165807955e-16,0,0,0,102.59573670799728
h7d2,h7d2,7,2,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d2_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d2_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h7d1,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,26970.0,27869.0,-5.223802337965441,0.0206934319317573,-144.37104099072602,0.3182854891426169,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0804946080628776,864.0,0.0112236609914528,98.0,-0.0669918529731661,0.0344234264555559,0.0383287254195527,0.0804946080628776,0.0669918529731661,0.4044444444444444,0.1933333333333333,8,0.8638126471265222,0.0,0.0091335992754532,0.02125292476847,0.0,0.0,0,0,0.131143831589014,0.3210002225649098,0.131143831589014,0.3210002225649098,0.0,0.0,0.0,0.0,0,0,0,86.32529358300962
h7d3,h7d3,7,3,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h7d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d3_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h7d3_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h7d2,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,27869.0,28768.0,-144.37104099072602,0.3182854891426169,-330.4678084648268,0.6856023835251546,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0894879623083899,20.0,-0.0101979151694053,724.0,-0.0559337111009106,0.0460242544761808,0.0475355084743995,0.0894879623083899,0.0559337111009106,0.8044444444444444,0.3522222222222222,0,0.8449585712418685,0.0,0.0090570669818811,0.022241063055105,0.0,0.0,0,0,0.5096771018624754,0.6860414719276987,0.5096771018624754,0.6860414719276987,0.0,0.0,0.0,0.0,0,0,0,86.3277022500115
h8d0,h8d0,8,0,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d0_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d0_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h7d3,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,28768.0,29667.0,-330.4678084648268,0.6856023835251546,-298.7356634007254,0.5853301159595709,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0762985199010035,11.0,0.0574295380939871,697.0,0.0275310903443992,0.0318819756417539,0.0343823727197124,0.0762985199010035,0.0275310903443992,0.3922222222222222,0.0755555555555555,17,0.8646318003119202,0.0,0.0100876993390835,0.0247901171191009,0.0,0.0,0,0,0.6909041671702001,0.766535029552489,0.6909041671702001,0.766535029552489,0.0,0.0,0.0,0.0,0,0,0,95.86459658300737
h8d1,h8d1,8,1,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d1_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d1_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h8d0,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,29667.0,30566.0,-298.7356634007254,0.5853301159595709,-255.11157784562377,0.52835960449039,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0562197224806038,877.0,0.0426401033792966,277.0,-0.0411257342384163,0.0213609007870942,0.0240675136503843,0.0562197224806038,0.0411257342384163,0.0855555555555555,0.0011111111111111,71,1.0694062393968622,0.0,0.0096193788176729,0.0236304170856263,0.0,0.0,0,0,0.5069126164177835,0.5850429627029221,0.5069126164177835,0.5850429627029221,0.0,0.0,0.0,0.0,0,0,0,105.58306958398316
h8d2,h8d2,8,2,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d2_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d2_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h8d1,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,30566.0,31465.0,-255.11157784562377,0.52835960449039,-98.85933892336912,0.1892708888205386,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0595206203583975,32.0,0.0329140288031082,811.0,0.0191559850294842,0.0219870676802138,0.0258487824310796,0.0595206203583975,0.0191559850294842,0.1866666666666666,0.0166666666666666,91,1.3055504414383248,0.0,0.0092552154070826,0.0231551127637654,0.1244444444444444,0.0177777777777777,112,16,0.4673405970976946,0.641570736114593,0.4623916422196091,0.641570736114593,0.0049489548780855,0.1051845679173631,0.0095296227086629,0.1668210509250576,2,0,0,97.23844745900715
h8d3,h8d3,8,3,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h8d3_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h9d0_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d3_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h8d3_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h8d2,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.0404653618350501,1.0,1.0,0,0,0,1,1,0,0,checkpoint,31465.0,32364.0,-98.85933892336912,0.1892708888205386,-13.829382304137503,0.0213013653056873,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.0121517093508272,442.0,0.0445975152801425,307.0,0.0144158714343811,0.0212180238551717,0.0229023496976542,0.0445975152801425,0.0144158714343811,0.0277777777777777,0.0,30,0.9571099019467356,0.0,0.0102428166855081,0.0260213459428211,0.0,0.0,0,0,0.1016920024746613,0.1965223452564291,0.1016920024746613,0.1965223452564291,0.0,0.0,0.0,0.0,0,0,0,102.00554691601428
