count,mean_hz,std_hz,min_hz,p01_hz,p05_hz,median_hz,p95_hz,p99_hz,max_hz,mean_abs_hz,p95_abs_hz,p99_abs_hz,max_abs_hz,share_abs_gt_0p05,share_abs_gt_0p036
86400,-0.0006039120778647067,0.024406452452581755,-0.0894879623083899,-0.04987646452731203,-0.03838750688711948,0.00010143100299675001,0.03611575775052105,0.044963204571304066,0.068000324125399,0.021129858306625213,0.041885631081315065,0.05172297710819376,0.0894879623083899,0.013148148148148148,0.11878472222222222
