label,dispatch_label,hour,dispatch,dispatch_json,dispatch_json_source,next_dispatch_json,freq_csv,freq_png,checkpoint_in,signature_hash,kp,ki,agc_interval,wind_pref_alpha,solar_pref_alpha,agc_allocation_mode,init_mode,apply_governor_targets,apply_dg_targets,governor_target_schedule,dispatch_target_ramp_seconds,agc_gov_output_ramp_frac_pmax_per_min,agc_dg_output_ramp_frac_pmax_per_min,agc_anti_windup_mode,traditional_governor_deadband_hz,traditional_governor_deadband_csv,wind_deadband_hz,solar_deadband_hz,esd_deadband_hz,der_deadband_hz,der_base_ddn,pvd1_base_ddn,esd1_base_ddn,pvd1_tfdb,esd1_tfdb,target_storage_share,achieved_storage_share,storage_scale_factor,storage_scale_applied_factor,scale_esd1_ddn_with_storage,disable_der_frequency_deadband,disable_der_agc,disable_pvd_agc,disable_esd_agc,recompute_ace_raw_on_load,reset_ace_integral_on_load,resume_mode,start_dae_t,end_dae_t,ace_integral_start,ace_raw_start,ace_integral_end,ace_raw_end,agc_freeze_active_start,agc_freeze_on_streak_start,agc_freeze_off_streak_start,agc_freeze_dir_start,agc_freeze_active_end,agc_freeze_on_streak_end,agc_freeze_off_streak_end,agc_freeze_dir_end,der_deadband_disabled_count,traditional_governor_deadband_count,configured_pvd1_deadband_count,configured_esd1_deadband_count,configured_pvd1_ddn,configured_esd1_ddn,configured_wind_pvd1_deadband_count,configured_solar_pvd1_deadband_count,configured_esd1_resource_deadband_count,samples,t_end_s,min_hz,t_min_s,max_hz,t_max_s,final_hz,abs_mean_hz,rms_hz,max_abs_hz,final_abs_hz,share_abs_gt_0p036,share_abs_gt_0p05,zero_crossings,gov_paux0_tv,dg_pext0_tv,freq_d1_abs_mean,freq_d1_abs_p95,saturation_fraction,integrator_freeze_fraction,saturation_step_count,integrator_freeze_step_count,agc_request_sum_total_abs_mean,agc_request_sum_total_abs_max,agc_applied_sum_total_abs_mean,agc_applied_sum_total_abs_max,agc_clip_deficit_sum_total_abs_mean,agc_clip_deficit_sum_total_abs_max,agc_saturation_ratio_mean,agc_saturation_ratio_max,agc_freeze_streak_max,agc_freeze_streak_end,agc_unfreeze_streak_end
h13d1,h13d1,13,1,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h13d1_dispatch.json,/Applications/openandes/demo/demo/deadband/results/dispatches_day96_curveorig_opf_aligned_dyncase_slack47_pmax730_sn730_alpha098/h13d2_dispatch.json,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d1_frequency.csv,/Applications/openandes/demo/demo/deadband/results/phase1_full_day_tip100_alpha098_disable_pvd_agc_disable_esd_agc_kp0p1_ki0p002/wind036_pv025_esd015/h13d1_frequency.png,/Applications/openandes/demo/demo/deadband/results/checkpoints/99034823d168/end_h13d0,99034823d168,0.1,0.002,4,0.98,0.98,headroom_aware,first,1,0,ramp_limited_basepoint,0,0.0,0.0,freeze_on_saturation,,,0.036,0.025,0.015,,,,,,,,0.04046536183505011,1.0,1.0,0,0,0,1,1,0,0,checkpoint,47647.0,48546.0,-118.84715838319126,0.25358734868206523,-108.93030024278163,0.20475747520810222,0,0,0,0,0,0,0,0,0,0,0,0,,,12,10,2,900,899.0,-0.05562856524954363,67.0,0.053408809585504535,795.0,0.029712302216466924,0.028478942014226974,0.030299540293054594,0.05562856524954363,0.029712302216466924,0.24888888888888888,0.006666666666666667,19,0.8565897512762852,0.0,0.00965185036825088,0.02487797320010987,0.0,0.0,0,0,0.2910811661468619,0.3514925147855215,0.2910811661468619,0.3514925147855215,0.0,0.0,0.0,0.0,0,0,0
