time_s,freq_dev_hz,gov_droop_sum,gov_active_count,gov_pe_sum,pvd_droop_sum,pvd_active_count,pvd_pe_sum,pvd_pref_sum,pvd_pavail_sum,pvd_pext0_sum,esd_droop_sum,esd_active_count,esd_pe_sum,esd_pref_sum,esd_pext0_sum,esd_soc_mean,esd_soc_min,esd_soc_max,esd_soc_1,esd_soc_2,gov_paux0_sum,dg_pext0_sum,gov_pref0_sum,agc_request_sum_total,agc_update,gov_pe_sum_delta,pvd_pe_sum_delta,esd_pe_sum_delta,gov_pref0_sum_delta,pvd_pref_sum_delta,esd_pref_sum_delta
0.0,0.020153402728477765,-0.03658577546643591,22,8.259685892564008,6.776263578034403e-21,0,2.404023366263617,2.4014904665141823,2.45050047603488,0.0,-0.015422858882525297,2,-0.009342540058371573,0.0,0.0,0.500884021247695,0.5008826986884687,0.5008853438069215,0.5008853438069215,0.5008826986884687,-0.07952383884892918,0.0,8.367119985224544,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.026335433413176013,-0.06106260447950851,22,8.250884803260801,-0.008079045915614433,10,2.4007118119470463,2.398787312707864,2.447742155824351,0.0,-0.034089405612833724,2,-0.02132123734078344,0.0,0.0,0.5008862212448071,0.5008848893105119,0.5008875531791022,0.5008875531791022,0.5008848893105119,-0.07952383884892918,0.0,8.36772830313173,0.0,0,-0.008801089303206666,-0.0033115543165704864,-0.011978697282411866,0.0006083179071865175,-0.002703153806318248,0.0
2.0,0.025492590009426053,-0.05675920616935559,22,8.247769490874582,-0.0032232824999602395,10,2.4056477133667173,2.4157447292503584,2.465045642092203,0.0,-0.032225033318659564,2,-0.029238467396598713,0.0,0.0,0.5008901348089958,0.5008887884219291,0.5008914811960625,0.5008914811960625,0.5008887884219291,-0.07952383884892918,0.0,8.368336636465065,0.0,0,-0.011916401689425982,0.001624347103100554,-0.01989592733822714,0.0012166512405205054,0.014254262736176138,0.0
3.0,0.007300989945706604,-0.00842099385149913,21,8.27491099849161,6.776263578034403e-21,0,2.397664637183337,2.393020323332237,2.441857472787997,0.0,0.0,0,-0.015270390965612394,0.0,0.0,0.5008937117237483,0.500892362848867,0.5008950605986296,0.5008950605986296,0.500892362848867,-0.07952383884892918,0.0,8.368944969798399,0.0,0,0.015225105927601845,-0.00635872908027979,-0.005927850907240821,0.0018249845738544934,-0.008470143181945389,0.0
4.0,-0.005300119618303345,0.008876557855165756,21,8.276934976947008,6.776263578034403e-21,0,2.396059085336586,2.3951264802951346,2.444006612546056,0.0,0.0,0,-0.00561740898702772,0.0,0.0,0.500895153740192,0.5008938053510171,0.5008965021293668,0.5008965021293668,0.5008938053510171,-0.0809649736368587,0.0,8.369553303131731,-0.0809649736368587,1,0.01724908438299977,-0.007964280927030831,0.003725131071343853,0.002433317907186705,-0.006363986219047657,0.0
5.0,0.01323929656306344,-0.023044816774330196,21,8.23302894445792,6.776263578034403e-21,0,2.3979061516648463,2.398570194984119,2.447520607126652,0.0,0.0,0,-0.002067474549898007,0.0,0.0,0.5008956845973151,0.5008943363884406,0.5008970328061898,0.5008970328061898,0.5008943363884406,-0.0809649736368587,0.0,8.370161636465065,-0.0809649736368587,0,-0.026656948106086986,-0.00611721459877046,0.007275065508473566,0.003041651240520693,-0.0029202715300633564,0.0
6.0,0.027154345541404723,-0.06591063918185072,22,8.251099061114832,-0.013202305531589523,10,2.399783914048664,2.4026445315927045,2.451678093461943,0.0,-0.036087602222413494,2,-0.015596907189907569,0.0,0.0,0.5008966781218307,0.5008953270781243,0.500898029165537,0.500898029165537,0.5008953270781243,-0.0809649736368587,0.0,8.370769969798399,-0.0809649736368587,0,-0.008586831449175492,-0.004239452214952699,-0.006254367131535996,0.003649984573854681,0.0011540650785222262,0.0
7.0,0.009546059145879582,-0.011380042040019116,21,8.280547221544046,6.776263578034403e-21,0,2.3989250455291766,2.3986952134363637,2.4476481769758816,0.0,0.0,0,-0.012559520119778811,0.0,0.0,0.5008992772964318,0.5008979188248006,0.500900635768063,0.500900635768063,0.5008979188248006,-0.0809649736368587,0.0,8.371378303131733,-0.0809649736368587,0,0.020861328980037896,-0.005098320734440165,-0.003216980061407238,0.004258317907188669,-0.0027952530778185825,0.0
8.0,0.01808030673315475,-0.0351277674796154,22,8.241560613986643,6.776263578034403e-21,0,2.4015732532052017,2.4029934555477253,2.452034138314005,0.0,-0.009602610467755658,2,-0.005642627664039049,0.0,0.0,0.5009004777834078,0.5008991167075312,0.5009018388592845,0.5009018388592845,0.5008991167075312,-0.08235680538881975,0.0,8.371986636465067,-0.08235680538881975,1,-0.018125278577365123,-0.0024501130584151376,0.0036999123943325237,0.004866651240522657,0.0015029890335429563,0.0
9.0,0.01994436934949828,-0.035008942059862255,22,8.262140219849659,6.776263578034403e-21,0,2.4009685324992747,2.400579105026212,2.44957051533287,0.0,-0.014972968378359926,2,-0.011929597546850117,0.0,0.0,0.5009018177042355,0.5009004559356159,0.500903179472855,0.500903179472855,0.5009004559356159,-0.08235680538881975,0.0,8.3725949697984,-0.08235680538881975,0,0.0024543272856512033,-0.003054833764342124,-0.0025870574884785443,0.005474984573854869,-0.0009113614879701082,0.0
10.0,0.015248876237077269,-0.021814102022760337,21,8.26282105773793,6.776263578034403e-21,0,2.4034976968613355,2.4050293094900153,2.4541115402959344,0.0,-0.0013015964575081287,2,-0.008228989706562065,0.0,0.0,0.5009034560163255,0.5009020919395918,0.500904820093059,0.500904820093059,0.5009020919395918,-0.08235680538881975,0.0,8.373203303131733,-0.08235680538881975,0,0.0031351651739228714,-0.0005256694022812702,0.0011135503518095082,0.0060833179071888566,0.0035388429758329565,0.0
11.0,0.011309165818471634,-0.016239123762684982,21,8.265629824592413,6.776263578034403e-21,0,2.4065768936141603,2.40839775460079,2.4575487291844795,0.0,0.0,0,-0.003041261424752414,0.0,0.0,0.5009042362895725,0.5009028729859382,0.5009055995932068,0.5009055995932068,0.5009028729859382,-0.08235680538881975,0.0,8.373811636465067,-0.08235680538881975,0,0.00594393202840493,0.002553527350543483,0.006301278633619159,0.0066916512405228445,0.006907288086607899,0.0
12.0,0.01995232297885341,-0.03908282441638779,22,8.25474811124831,6.776263578034403e-21,0,2.400423392490217,2.3966302469803145,2.4455410683472594,0.0,-0.014704213157513104,2,-0.004775146283914939,0.0,0.0,0.5009046311074804,0.5009032687046177,0.5009059935103432,0.5009059935103432,0.5009032687046177,-0.08371557990321897,0.0,8.3744199697984,-0.08371557990321897,1,-0.004937781315698331,-0.0035999737733996007,0.004567393774456634,0.007299984573855056,-0.004860219533867838,0.0
13.0,0.015440856061088581,-0.021540624920332006,21,8.270366922445593,6.776263578034403e-21,0,2.3994853399295684,2.3990848981766333,2.448045814465952,0.0,-0.0016386138596649912,2,-0.007239245593729643,0.0,0.0,0.5009057427429743,0.5009043794858612,0.5009071060000874,0.5009071060000874,0.5009043794858612,-0.08371557990321897,0.0,8.375028303131733,-0.08371557990321897,0,0.010681029881585147,-0.004538026334048428,0.0021032944646419303,0.007908317907189044,-0.0024055683375490133,0.0
14.0,0.025647465016391813,-0.061766814563315495,22,8.246905792571164,-0.0037314583117068743,10,2.403974429421869,2.406842301369487,2.4559615320096815,0.0,-0.03180971740899683,2,-0.014308152826474782,0.0,0.0,0.500907035820878,0.500905667854506,0.5009084037872502,0.5009084037872502,0.500905667854506,-0.08371557990321897,0.0,8.375636636465067,-0.08371557990321897,0,-0.012780099992843574,-4.893684174778201e-05,-0.004965612768103209,0.008516651240523032,0.005351834855304549,0.0
15.0,0.015352440669786915,-0.021019863343464902,21,8.269084273179455,6.3792168840089494e-21,0,2.409953140249317,2.413607898752967,2.4628652028091507,0.0,-0.0019096322603787438,2,-0.01494993070148677,0.0,0.0,0.5009096428312526,0.5009082668303562,0.5009110188321491,0.5009110188321491,0.5009082668303562,-0.08371557990321897,0.0,8.376244969798401,-0.08371557990321897,0,0.009398380615447621,0.005929773985700049,-0.005607390643115197,0.00912498457385702,0.012117432238784698,0.0
